tourney_id,tourney_name,surface,tourney_date,tourney_spectators,tourney_revenue
2019-W-FC-2019-G1-AM-B-M-CHI-PUR-01,fed cup g1 rr  chi vs pur,Clay,2019-02-08,171.0,32031.85
2019-W-FC-2019-G1-AM-PP3-4-MEX-CHI-01,fed cup g1 pm  mex vs chi,Clay,2019-02-09,155.0,31309.01
2019-W-FC-2019-G1-AM-PPO-PAR-BRA-01,fed cup g1 ppo  par vs bra,Clay,2019-02-09,244.0,48583.16
2019-W-FC-2019-G1-AM-REL-COL-PUR-01,fed cup g1 rel  col vs pur,Clay,2019-02-09,253.0,52417.72
2019-W-FC-2019-G1-AM-REL-ECU-ARG-01,fed cup g1 rel  ecu vs arg,Clay,2019-02-09,127.0,24335.34
2019-W-FC-2019-G1-AO-A-M-IND-THA-01,fed cup g1 rr  ind vs tha,Hard,2019-02-07,209.0,41873.11
2019-W-FC-2019-G1-AO-A-M-KAZ-IND-01,fed cup g1 rr  kaz vs ind,Hard,2019-02-08,189.0,37187.72
2019-W-FC-2019-G1-AO-A-M-KAZ-THA-01,fed cup g1 rr  kaz vs tha,Hard,2019-02-06,231.0,46957.28
2019-W-FC-2019-G1-AO-B-M-CHN-INA-01,fed cup g1 rr  chn vs ina,Hard,2019-02-08,124.0,24685.0
2019-W-FC-2019-G1-AO-B-M-CHN-KOR-01,fed cup g1 rr  chn vs kor,Hard,2019-02-07,205.0,41644.45
2019-W-FC-2019-G1-AO-B-M-CHN-POC-01,fed cup g1 rr  chn vs poc,Hard,2019-02-06,166.0,30999.74
2019-W-FC-2019-G1-AO-B-M-INA-POC-01,fed cup g1 rr  ina vs poc,Hard,2019-02-07,225.0,45273.62
2019-W-FC-2019-G1-AO-B-M-KOR-INA-01,fed cup g1 rr  kor vs ina,Hard,2019-02-06,133.0,27156.62
2019-W-FC-2019-G1-AO-B-M-KOR-POC-01,fed cup g1 rr  kor vs poc,Hard,2019-02-08,229.0,46843.31
2019-W-FC-2019-G1-AO-PP3-4-IND-KOR-01,fed cup g1 pm  ind vs kor,Hard,2019-02-09,136.0,27634.9
2019-W-FC-2019-G1-AO-PPO-CHN-KAZ-01,fed cup g1 ppo  chn vs kaz,Hard,2019-02-09,253.0,51846.41
2019-W-FC-2019-G1-AO-REL-INA-THA-01,fed cup g1 rel  ina vs tha,Hard,2019-02-09,239.0,47344.53
2019-W-FC-2019-G1-EPA-A-A-M-POL-DEN-01,fed cup g1 rr  pol vs den,Hard,2019-02-08,150.0,30039.67
2019-W-FC-2019-G1-EPA-A-A-M-RUS-DEN-01,fed cup g1 rr  rus vs den,Hard,2019-02-07,271.0,52160.23
2019-W-FC-2019-G1-EPA-A-A-M-RUS-POL-01,fed cup g1 rr  rus vs pol,Hard,2019-02-06,285.0,52786.17
2019-W-FC-2019-G1-EPA-A-B-M-BUL-SWE-01,fed cup g1 rr  bul vs swe,Hard,2019-02-08,219.0,44868.37
2019-W-FC-2019-G1-EPA-A-B-M-EST-BUL-01,fed cup g1 rr  est vs bul,Hard,2019-02-06,192.0,38040.72
2019-W-FC-2019-G1-EPA-A-B-M-EST-SWE-01,fed cup g1 rr  est vs swe,Hard,2019-02-07,216.0,43885.57
2019-W-FC-2019-G1-EPA-A-B-M-UKR-BUL-01,fed cup g1 rr  ukr vs bul,Hard,2019-02-07,259.0,50557.83
2019-W-FC-2019-G1-EPA-A-B-M-UKR-EST-01,fed cup g1 rr  ukr vs est,Hard,2019-02-08,160.0,31947.18
2019-W-FC-2019-G1-EPA-A-B-M-UKR-SWE-01,fed cup g1 rr  ukr vs swe,Hard,2019-02-06,170.0,32193.9
2019-W-FC-2019-G1-EPA-A-PP3-4-POL-UKR-01,fed cup g1 pm  pol vs ukr,Hard,2019-02-09,233.0,44664.96
2019-W-FC-2019-G1-EPA-A-PPO-RUS-SWE-01,fed cup g1 ppo  rus vs swe,Hard,2019-02-09,198.0,37446.86
2019-W-FC-2019-G1-EPA-A-REL-DEN-EST-01,fed cup g1 rel  den vs est,Hard,2019-02-09,213.0,40531.24
2019-W-FC-2019-G1-EPA-B-A-M-GBR-GRE-01,fed cup g1 rr  gbr vs gre,Hard,2019-02-07,228.0,45732.76
2019-W-FC-2019-G1-EPA-B-A-M-GBR-HUN-01,fed cup g1 rr  gbr vs hun,Hard,2019-02-08,235.0,44716.08
2019-W-FC-2019-G1-EPA-B-A-M-GBR-SLO-01,fed cup g1 rr  gbr vs slo,Hard,2019-02-06,240.0,48644.79
2019-W-FC-2019-G1-EPA-B-A-M-GRE-SLO-01,fed cup g1 rr  gre vs slo,Hard,2019-02-08,214.0,41872.58
2019-W-FC-2019-G1-EPA-B-A-M-HUN-GRE-01,fed cup g1 rr  hun vs gre,Hard,2019-02-06,168.0,35610.46
2019-W-FC-2019-G1-EPA-B-A-M-HUN-SLO-01,fed cup g1 rr  hun vs slo,Hard,2019-02-07,207.0,43225.56
2019-W-FC-2019-G1-EPA-B-B-M-CRO-GEO-01,fed cup g1 rr  cro vs geo,Hard,2019-02-07,155.0,31286.41
2019-W-FC-2019-G1-EPA-B-B-M-CRO-TUR-01,fed cup g1 rr  cro vs tur,Hard,2019-02-06,242.0,48142.09
2019-W-FC-2019-G1-EPA-B-B-M-SRB-CRO-01,fed cup g1 rr  srb vs cro,Hard,2019-02-08,120.0,23570.03
2019-W-FC-2019-G1-EPA-B-B-M-SRB-GEO-01,fed cup g1 rr  srb vs geo,Hard,2019-02-06,227.0,46085.79
2019-W-FC-2019-G1-EPA-B-B-M-SRB-TUR-01,fed cup g1 rr  srb vs tur,Hard,2019-02-07,258.0,52816.66
2019-W-FC-2019-G1-EPA-B-B-M-TUR-GEO-01,fed cup g1 rr  tur vs geo,Hard,2019-02-08,219.0,44226.95
2019-W-FC-2019-G1-EPA-B-PP5-8-GRE-TUR-01,fed cup g1 pm  gre vs tur,Hard,2019-02-09,198.0,41166.17
2019-W-FC-2019-G1-EPA-B-PP5-8-HUN-CRO-01,fed cup g1 pm  hun vs cro,Hard,2019-02-09,234.0,44524.34
2019-W-FC-2019-G1-EPA-B-PPO-GBR-SRB-01,fed cup g1 ppo  gbr vs srb,Hard,2019-02-09,205.0,41292.43
2019-W-FC-2019-G1-EPA-B-REL-SLO-GEO-01,fed cup g1 rel  slo vs geo,Hard,2019-02-09,231.0,50666.98
2019-W-FC-2019-G2-AM-A-A-M-BOL-PAN-01,fed cup g2 rr  bol vs pan,Clay,2019-04-18,144.0,28154.53
2019-W-FC-2019-G2-AM-A-A-M-PER-BOL-01,fed cup g2 rr  per vs bol,Clay,2019-04-19,250.0,52269.95
2019-W-FC-2019-G2-AM-A-A-M-PER-PAN-01,fed cup g2 rr  per vs pan,Clay,2019-04-17,200.0,41650.31
2019-W-FC-2019-G2-AM-A-B-M-BAH-BAR-01,fed cup g2 rr  bah vs bar,Clay,2019-04-17,205.0,39823.58
2019-W-FC-2019-G2-AM-A-B-M-BAH-TTO-01,fed cup g2 rr  bah vs tto,Clay,2019-04-19,158.0,31191.41
2019-W-FC-2019-G2-AM-A-B-M-TTO-BAR-01,fed cup g2 rr  tto vs bar,Clay,2019-04-18,148.0,29772.73
2019-W-FC-2019-G2-AM-A-PP3-4-BOL-TTO-01,fed cup g2 pm  bol vs tto,Clay,2019-04-20,142.0,27487.43
2019-W-FC-2019-G2-AM-A-PP5-6-BAR-PAN-01,fed cup g2 pm  bar vs pan,Clay,2019-04-20,161.0,32439.41
2019-W-FC-2019-G2-AM-A-PPO-PER-BAH-01,fed cup g2 ppo  per vs bah,Clay,2019-04-20,193.0,37584.79
2019-W-FC-2019-G2-AM-B-A-M-CUB-DOM-01,fed cup g2 rr  cub vs dom,Hard,2019-04-20,138.0,28736.09
2019-W-FC-2019-G2-AM-B-A-M-CUB-URU-01,fed cup g2 rr  cub vs uru,Hard,2019-04-18,246.0,45518.1
2019-W-FC-2019-G2-AM-B-A-M-DOM-URU-01,fed cup g2 rr  dom vs uru,Hard,2019-04-17,250.0,50789.41
2019-W-FC-2019-G2-AM-B-A-M-GUA-CUB-01,fed cup g2 rr  gua vs cub,Hard,2019-04-17,237.0,47268.34
2019-W-FC-2019-G2-AM-B-A-M-GUA-DOM-01,fed cup g2 rr  gua vs dom,Hard,2019-04-16,212.0,41354.54
2019-W-FC-2019-G2-AM-B-A-M-GUA-URU-01,fed cup g2 rr  gua vs uru,Hard,2019-04-19,204.0,41323.33
2019-W-FC-2019-G2-AM-B-A-M-VEN-CUB-01,fed cup g2 rr  ven vs cub,Hard,2019-04-19,118.0,24467.81
2019-W-FC-2019-G2-AM-B-A-M-VEN-DOM-01,fed cup g2 rr  ven vs dom,Hard,2019-04-18,220.0,43551.53
2019-W-FC-2019-G2-AM-B-A-M-VEN-GUA-01,fed cup g2 rr  ven vs gua,Hard,2019-04-20,273.0,56526.49
2019-W-FC-2019-G2-AM-B-A-M-VEN-URU-01,fed cup g2 rr  ven vs uru,Hard,2019-04-16,208.0,42525.12
2019-W-FC-2019-G2-EPA-A-M-AUT-BIH-01,fed cup g2 rr  aut vs bih,Hard,2019-02-08,217.0,39923.16
2019-W-FC-2019-G2-EPA-A-M-AUT-TUN-01,fed cup g2 rr  aut vs tun,Hard,2019-02-06,182.0,36168.24
2019-W-FC-2019-G2-EPA-A-M-BIH-TUN-01,fed cup g2 rr  bih vs tun,Hard,2019-02-07,224.0,44660.65
2019-W-FC-2019-G2-EPA-B-M-ISR-LUX-01,fed cup g2 rr  isr vs lux,Hard,2019-02-08,188.0,39016.62
2019-W-FC-2019-G2-EPA-B-M-ISR-POR-01,fed cup g2 rr  isr vs por,Hard,2019-02-06,143.0,27246.36
2019-W-FC-2019-G2-EPA-B-M-ISR-RSA-01,fed cup g2 rr  isr vs rsa,Hard,2019-02-07,211.0,39432.25
2019-W-FC-2019-G2-EPA-B-M-LUX-POR-01,fed cup g2 rr  lux vs por,Hard,2019-02-07,193.0,39027.88
2019-W-FC-2019-G2-EPA-B-M-LUX-RSA-01,fed cup g2 rr  lux vs rsa,Hard,2019-02-06,207.0,40209.75
2019-W-FC-2019-G2-EPA-B-M-POR-RSA-01,fed cup g2 rr  por vs rsa,Hard,2019-02-08,168.0,32339.62
2019-W-FC-2019-G2-EPA-PPO-AUT-ISR-01,fed cup g2 ppo  aut vs isr,Hard,2019-02-09,223.0,45214.09
2019-W-FC-2019-G2-EPA-PPO-LUX-TUN-01,fed cup g2 ppo  lux vs tun,Hard,2019-02-09,152.0,30298.69
2019-W-FC-2019-G2-EPA-REL-BIH-POR-01,fed cup g2 rel  bih vs por,Hard,2019-02-09,203.0,40873.61
2019-W-FC-2019-WG2-M-CAN-NED-01,fed cup wg2 r1  can vs ned,Clay,2019-02-09,361.0,71016.07
2019-W-FC-2019-WG2-M-ESP-JPN-01,fed cup wg2 r1  esp vs jpn,Hard,2019-02-09,309.0,64491.13
2019-W-FC-2019-WG2-M-SUI-ITA-01,fed cup wg2 r1  sui vs ita,Hard,2019-02-09,316.0,63318.67
2019-W-FC-2019-WG2-M-SVK-LAT-01,fed cup wg2 r1  svk vs lat,Hard,2019-02-09,394.0,77176.52
2019-W-FC-2019-WG2-PO-GBR-KAZ-01,fed cup wg2 r1  gbr vs kaz,Hard,2019-04-20,417.0,84764.13
2019-W-FC-2019-WG2-PO-JPN-NED-01,fed cup wg2 r1  jpn vs ned,Hard,2019-04-20,392.0,80802.31
2019-W-FC-2019-WG2-PO-RUS-ITA-01,fed cup wg2 r1  rus vs ita,Clay,2019-04-20,435.0,93196.33
2019-W-FC-2019-WG2-PO-SVK-BRA-01,fed cup wg2 r1  svk vs bra,Clay,2019-04-20,441.0,93212.74
2019-W-FC-2019-WG-M-AUS-USA-01,fed cup wg r1  aus vs usa,Hard,2019-02-09,332.0,66895.16
2019-W-FC-2019-WG-M-BLR-AUS-01,fed cup wg sf  blr vs aus,Hard,2019-04-20,404.0,85991.83
2019-W-FC-2019-WG-M-CZE-ROU-01,fed cup wg r1  cze vs rou,Hard,2019-02-09,531.0,101678.71
2019-W-FC-2019-WG-M-FRA-AUS-01,fed cup wg f  fra vs aus,Hard,2019-11-09,401.0,83523.75
2019-W-FC-2019-WG-M-FRA-BEL-01,fed cup wg r1  fra vs bel,Hard,2019-02-09,319.0,63452.11
2019-W-FC-2019-WG-M-GER-BLR-01,fed cup wg r1  ger vs blr,Hard,2019-02-09,428.0,83509.76
2019-W-FC-2019-WG-M-ROU-FRA-01,fed cup wg sf  rou vs fra,Clay,2019-04-20,413.0,85613.18
2019-W-FC-2019-WG-PO-BEL-ESP-01,fed cup wg r1  bel vs esp,Hard,2019-04-20,424.0,84721.64
2019-W-FC-2019-WG-PO-CZE-CAN-01,fed cup wg r1  cze vs can,Clay,2019-04-20,316.0,65136.09
2019-W-FC-2019-WG-PO-LAT-GER-01,fed cup wg r1  lat vs ger,Hard,2019-04-19,489.0,103306.76
2019-W-FC-2019-WG-PO-USA-SUI-01,fed cup wg r1  usa vs sui,Hard,2019-04-20,331.0,64630.42
2021-2028,abu dhabi,Hard,2021-01-06,6175.0,1576751.99
2021-2029,gippsland trophy,Hard,2021-01-31,5529.0,1106978.33
2021-2026,yarra valley classic,Hard,2021-01-31,4573.0,526427.28
2021-2032,grampians trophy,Hard,2021-02-03,1961.0,362610.8
2021-2027,phillip island trophy,Hard,2021-02-13,7543.0,1733996.71
2021-2030,adelaide,Hard,2021-02-22,3420.0,660259.04
2021-1003,doha,Hard,2021-03-01,2987.0,585192.82
2021-2011,lyon,Hard,2021-03-01,3243.0,641804.35
2021-718,dubai,Hard,2021-03-07,6453.0,1523480.92
2021-2002,guadalajara,Hard,2021-03-08,4149.0,877735.28
2021-1039,monterrey,Hard,2021-03-15,3134.0,584631.38
2021-1086,st  petersburg,Hard,2021-03-15,3205.0,828466.86
2021-902,miami,Hard,2021-03-22,14753.0,3432382.98
2021-894,bogota,Clay,2021-04-05,3037.0,574841.85
2021-804,charleston 1,Clay,2021-04-05,6793.0,1207099.48
2021-2033,charleston 2,Clay,2021-04-12,2886.0,547558.28
2021-2020,istanbul,Clay,2021-04-19,3502.0,836737.37
2021-1051,stuttgart,Clay,2021-04-19,3034.0,542144.01
2021-1038,madrid,Clay,2021-04-29,5888.0,1054197.49
2021-709,rome,Clay,2021-05-10,7490.0,1595530.68
2021-2035,belgrade,Clay,2021-05-17,4211.0,878199.04
2021-2041,parma,Clay,2021-05-17,2640.0,495642.51
2021-406,strasbourg,Clay,2021-05-24,3012.0,543587.01
2021-1080,nottingham,Grass,2021-06-07,7378.0,951132.22
2021-2012,berlin,Grass,2021-06-14,2723.0,542554.93
2021-1052,birmingham,Grass,2021-06-14,2981.0,482065.28
2021-2017,bad homburg,Grass,2021-06-21,3066.0,646614.17
2021-710,eastbourne,Grass,2021-06-21,4268.0,784169.31
2021-2042,hamburg,Clay,2021-07-05,3184.0,780081.07
2021-2036,budapest,Clay,2021-07-12,2052.0,317826.53
2021-1094,lausanne,Clay,2021-07-12,3369.0,690721.73
2021-1082,prague,Hard,2021-07-12,3889.0,751796.58
2021-2037,gdynia,Clay,2021-07-19,3671.0,623848.55
2021-466,palermo,Clay,2021-07-19,1816.0,415844.44
2021-650,tokyo olympics,Hard,2021-07-24,5689.0,1223921.19
2021-2043,cluj napoca,Clay,2021-08-02,1731.0,321450.51
2021-703,san jose,Hard,2021-08-02,3528.0,778483.09
2021-806,montreal,Hard,2021-08-09,8077.0,1094101.37
2021-1017,cincinnati,Hard,2021-08-16,8766.0,2246080.22
2021-2047,chicago,Hard,2021-08-23,3292.0,689094.41
2021-2040,cleveland,Hard,2021-08-23,3716.0,847358.95
2021-W-FC-2021-POS-M-BRA-POL-01,bjk cup playoffs  bra vs pol,Hard,2021-04-17,416.0,79193.55
2021-W-FC-2021-POS-M-CAN-SRB-01,bjk cup playoffs  can vs srb,Hard,2021-04-17,497.0,105905.82
2021-W-FC-2021-POS-M-GBR-MEX-01,bjk cup playoffs  gbr vs mex,Hard,2021-04-17,267.0,54886.94
2021-W-FC-2021-POS-M-JPN-UKR-01,bjk cup playoffs  jpn vs ukr,Clay,2021-04-17,397.0,77189.88
2021-W-FC-2021-POS-M-KAZ-ARG-01,bjk cup playoffs  kaz vs arg,Clay,2021-04-17,434.0,92916.03
2021-W-FC-2021-POS-M-LAT-IND-01,bjk cup playoffs  lat vs ind,Hard,2021-04-17,396.0,85253.49
2021-W-FC-2021-POS-M-NED-CHN-01,bjk cup playoffs  ned vs chn,Clay,2021-04-17,306.0,58782.81
2021-W-FC-2021-POS-M-ROU-ITA-01,bjk cup playoffs  rou vs ita,Hard,2021-04-17,409.0,79774.19
2019-0083,eckental ch,Hard,2019-10-28,3299.0,653134.62
2019-0213,san luis potosi ch,Clay,2019-04-15,7660.0,1567967.18
2019-0221,tampere ch,Clay,2019-07-22,5904.0,794965.97
2019-0228,winnetka ch,Hard,2019-07-08,4226.0,1024922.84
2019-0363,knoxville ch,Hard,2019-11-04,8721.0,2493277.33
2019-0398,cherbourg ch,Hard,2019-02-11,7099.0,1293219.04
2019-0444,bratislava ch,Hard,2019-11-04,6914.0,1265587.11
2019-0447,samarkand ch,Clay,2019-05-13,5404.0,1592419.79
2019-0448,szczecin ch,Clay,2019-09-09,5375.0,1013146.08
2019-0460,heilbronn ch,Clay,2019-05-13,8081.0,1726981.62
2019-0467,aptos ch,Hard,2019-08-05,5296.0,1154503.42
2019-0526,braunschweig ch,Clay,2019-07-08,7232.0,1105200.2
2019-0544,montevideo ch,Clay,2019-11-04,5689.0,1136227.94
2019-0558,prostejov ch,Clay,2019-06-03,8872.0,2506160.17
2019-0586,lexington ch,Hard,2019-07-29,8171.0,968793.0
2019-0600,prague ch,Clay,2019-07-22,9485.0,1468607.15
2019-0603,fergana ch,Hard,2019-06-17,3285.0,539923.4
2019-0637,champaign urbana ch,Hard,2019-11-11,6837.0,1470389.84
2019-0670,binghamton ch,Hard,2019-07-22,5797.0,1331217.13
2019-0692,tallahassee ch,Clay,2019-04-22,5053.0,1367295.11
2019-0695,dallas ch,Hard,2019-02-04,4883.0,1042595.03
2019-0783,segovia ch,Hard,2019-07-29,5331.0,1031379.3
2019-0784,seville ch,Clay,2019-09-09,5356.0,772015.17
2019-0786,poznan ch,Clay,2019-06-03,8030.0,1804610.67
2019-0854,bergamo ch,Hard,2019-02-18,5929.0,1140824.84
2019-0877,granby ch,Hard,2019-07-22,6948.0,893445.91
2019-1539,leon ch,Hard,2019-04-22,4255.0,936766.3
2019-1541,tunis ch,Clay,2019-04-15,4429.0,835568.54
2019-1607,banja luka ch,Clay,2019-09-09,7497.0,979372.63
2019-1741,busan ch,Hard,2019-05-06,7614.0,1430477.15
2019-1743,recanati ch,Hard,2019-07-01,5883.0,593215.38
2019-1763,genova ch,Clay,2019-09-02,6282.0,778198.66
2019-1768,tiburon ch,Hard,2019-09-23,6461.0,714066.54
2019-1796,st  brieuc ch,Hard,2019-03-25,5505.0,1109339.34
2019-1797,ostrava ch,Clay,2019-04-29,7005.0,1319287.02
2019-2120,cordenons ch,Clay,2019-08-12,5944.0,1108131.58
2019-2151,rome ch,Clay,2019-05-06,6694.0,1112027.78
2019-2205,noumea ch,Hard,2018-12-31,6478.0,1360192.81
2019-2273,orleans ch,Hard,2019-09-23,7226.0,1248820.96
2019-2278,taipei ch,Hard,2019-04-08,8491.0,1628879.32
2019-3406,santiago ch,Clay,2019-03-04,4309.0,733655.38
2019-3463,milan ch,Clay,2019-06-24,5169.0,975709.2
2019-3473,como ch,Clay,2019-08-26,5290.0,960216.23
2019-3503,rennes ch,Hard,2019-01-21,6959.0,1240637.74
2019-3618,nur sultan ch,Hard,2019-07-15,4598.0,957867.61
2019-3627,l aquila ch,Clay,2019-08-19,8342.0,2175221.03
2019-3824,bordeaux ch,Clay,2019-04-29,5828.0,980429.95
2019-3945,san benedetto ch,Clay,2019-07-15,6711.0,1601404.89
2019-5018,burnie ch,Hard,2019-01-21,6339.0,1840867.64
2019-5047,bangkok ch,Hard,2019-02-11,7445.0,1396878.21
2019-5067,savannah ch,Clay,2019-04-29,6698.0,1191761.98
2019-5069,sarasota ch,Clay,2019-04-15,3874.0,582444.53
2019-6055,charlottesville ch,Hard,2019-10-28,7246.0,870543.53
2019-6204,ortisei ch,Hard,2019-11-11,6004.0,1210830.49
2019-6239,quimper ch,Hard,2019-01-28,7125.0,1389637.28
2019-6307,campinas ch,Clay,2019-09-30,6837.0,1591141.27
2019-6313,shanghai ch,Hard,2019-09-09,4881.0,898738.8
2019-6490,kaohsiung ch,Hard,2019-09-16,7113.0,1167361.28
2019-6572,anning ch,Clay,2019-04-15,6905.0,1403245.06
2019-6579,lima ch,Clay,2019-10-21,5578.0,1104661.16
2019-6590,sibiu ch,Clay,2019-09-16,6724.0,1008994.3
2019-6626,yokohama ch,Hard,2019-02-25,7772.0,1723959.08
2019-6757,blois ch,Clay,2019-06-17,7112.0,1050803.25
2019-6787,portoroz ch,Hard,2019-08-12,6768.0,715704.56
2019-6795,liberec ch,Clay,2019-07-29,6813.0,1804103.26
2019-6809,meerbusch ch,Clay,2019-08-12,7467.0,1250557.37
2019-6857,mouilleron le captif ch,Hard,2019-10-07,5943.0,1352600.92
2019-6865,traralgon ch,Hard,2019-10-21,7515.0,1815942.28
2019-6963,cuernavaca ch,Hard,2019-02-18,7587.0,1643665.19
2019-7004,shenzhen ch,Hard,2019-03-11,7204.0,1434145.69
2019-7009,aix en provence ch,Clay,2019-05-06,8787.0,2419232.6
2019-7015,vicenza ch,Clay,2019-05-27,4858.0,749018.11
2019-7027,nanchang ch,Clay,2019-04-22,8491.0,1378502.57
2019-7083,istanbul ch,Hard,2019-09-09,4929.0,647143.86
2019-7085,biella ch,Clay,2019-09-16,6661.0,1140571.61
2019-7100,pune ch,Hard,2019-11-11,6031.0,985254.89
2019-7201,santo domingo ch,Clay,2019-10-07,7052.0,1676261.21
2019-7203,launceston ch,Hard,2019-01-28,5279.0,798938.74
2019-7235,drummondville ch,Hard,2019-03-11,7214.0,1179681.4
2019-7288,seoul ch,Hard,2019-04-29,6342.0,906021.87
2019-7297,surbiton ch,Grass,2019-06-03,5971.0,1334648.25
2019-7316,cary ch,Hard,2019-09-09,6384.0,1496159.2
2019-7318,columbus ch,Hard,2019-01-07,5808.0,1423768.34
2019-7339,fairfield ch,Hard,2019-10-07,7501.0,1999925.55
2019-7341,brest ch,Hard,2019-10-21,8358.0,2270493.69
2019-7343,ningbo ch,Hard,2019-10-14,6489.0,682008.3
2019-7345,las vegas ch,Hard,2019-10-14,7780.0,876238.57
2019-7351,monterrey ch,Hard,2019-04-01,7180.0,1412054.1
2019-7391,guayaquil ch,Clay,2019-10-28,6848.0,1601414.84
2019-7393,canberra ch,Hard,2019-01-07,10492.0,2384802.94
2019-7395,buenos aires ch,Clay,2019-09-23,6791.0,1724707.91
2019-7397,kobe ch,Hard,2019-11-04,6315.0,1121505.49
2019-7490,gwangju ch,Hard,2019-05-13,8308.0,1499530.98
2019-7494,barletta ch,Clay,2019-04-08,6994.0,1387606.46
2019-7496,zhuhai ch,Hard,2019-03-04,7504.0,1132868.47
2019-7536,lyon ch,Clay,2019-06-10,5763.0,1232717.71
2019-7542,winnipeg ch,Hard,2019-07-08,7848.0,1309029.59
2019-7557,gatineau ch,Hard,2019-07-15,8102.0,1630331.65
2019-7584,budapest ch,Hard,2019-02-04,7335.0,1286718.71
2019-7586,playford ch,Hard,2019-10-28,4617.0,1073449.25
2019-7652,koblenz ch,Hard,2019-01-14,7219.0,893680.56
2019-7703,sophia antipolis ch,Clay,2019-04-01,8876.0,1755899.02
2019-7707,francavilla al mare ch,Clay,2019-04-22,6936.0,1898867.99
2019-7736,shymkent ch,Clay,2019-05-06,6432.0,1302573.16
2019-7740,nottingham ch,Grass,2019-06-10,6035.0,1262224.93
2019-7742,lisboa ch,Clay,2019-05-13,6567.0,1071670.89
2019-7746,jinan ch,Hard,2019-09-02,5891.0,1082826.52
2019-7772,chengdu ch,Hard,2019-07-29,7296.0,1310054.77
2019-7774,vancouver ch,Hard,2019-08-12,5377.0,1149604.72
2019-7783,zhangjiagang ch,Hard,2019-03-18,5440.0,1278815.29
2019-7791,almaty ch,Clay,2019-06-03,6888.0,1195250.59
2019-7793,ismaning ch,Hard,2019-10-14,5910.0,1770558.6
2019-7797,shenzhen ch,Hard,2019-10-28,6366.0,1541617.31
2019-7841,playford ch,Hard,2018-12-31,4945.0,1078488.62
2019-7845,newport beach ch,Hard,2019-01-21,4377.0,877848.03
2019-7849,chennai ch,Hard,2019-02-04,4647.0,1460820.61
2019-7851,indian wells ch,Hard,2019-02-25,7599.0,1117587.57
2019-7853,punta del este ch,Clay,2019-01-21,6451.0,1235371.05
2019-7874,lille ch,Hard,2019-03-18,6274.0,1472905.12
2019-7878,marbella ch,Clay,2019-03-25,5019.0,1136223.42
2019-7880,bangkok ch,Hard,2019-02-18,6225.0,1584050.84
2019-7909,villena ch,Clay,2019-04-01,8332.0,1707757.48
2019-7911,puerto vallarta ch,Hard,2019-04-29,6449.0,1658665.18
2019-7913,braga ch,Clay,2019-05-06,5554.0,1286505.46
2019-7916,glasgow ch,Hard,2019-09-16,9085.0,1362729.18
2019-7922,sopot ch,Clay,2019-07-29,5627.0,992610.17
2019-7973,mallorca ch,Hard,2019-08-26,5193.0,1096423.61
2019-8266,augsburg ch,Clay,2019-08-05,6935.0,1369643.51
2019-8268,yokkaichi ch,Hard,2019-08-05,5083.0,1256929.5
2019-8270,baotou ch,Clay,2019-08-26,4741.0,1040533.87
2019-8281,columbus ch,Hard,2019-09-16,9505.0,2280303.41
2019-8285,nur sultan ch,Hard,2019-09-30,6536.0,1513454.82
2019-8297,hamburg ch,Hard,2019-10-21,7289.0,1967627.36
2019-8310,helsinki ch,Hard,2019-11-11,7374.0,675161.8
2019-8312,maia ch,Clay,2019-11-18,7544.0,1437144.65
2019-9001,perugia ch,Clay,2019-07-08,5622.0,1392442.1
2019-9003,bratislava ch,Clay,2019-06-17,6000.0,1576731.05
2019-9005,ilkley ch,Grass,2019-06-17,7135.0,1524029.55
2019-9028,manerbio ch,Clay,2019-08-05,6629.0,1030720.35
2019-9118,new haven ch,Hard,2019-09-02,6484.0,1650654.15
2019-9120,cassis ch,Hard,2019-09-02,7180.0,951563.27
2019-9124,florence ch,Clay,2019-09-23,6224.0,1027519.67
2019-9130,liuzhou ch,Hard,2019-10-21,9002.0,1388004.04
2019-9132,barcelona ch,Clay,2019-09-30,6518.0,1410969.88
2019-9134,houston ch,Hard,2019-11-11,3971.0,652884.64
2019-9152,orlando ch,Hard,2018-12-31,5545.0,1186891.59
2019-9154,cleveland ch,Hard,2019-01-28,2885.0,560942.03
2019-9160,da nang ch,Hard,2019-01-07,7700.0,1610287.49
2019-9162,pau ch,Hard,2019-02-25,7213.0,1633123.77
2019-9167,phoenix ch,Hard,2019-03-11,5227.0,1013844.82
2019-9171,murcia ch,Clay,2019-04-08,7313.0,1620815.6
2019-9186,jerusalem ch,Hard,2019-05-20,7499.0,1316831.48
2019-9188,little rock ch,Hard,2019-06-03,8375.0,1307432.12
2019-9190,parma ch,Clay,2019-06-17,5826.0,1296158.39
2019-9192,shymkent ch,Clay,2019-06-10,5782.0,1025560.93
2019-9194,columbus ch,Hard,2019-06-10,4996.0,618701.04
2019-9196,ludwigshafen ch,Clay,2019-07-01,5899.0,1012805.93
2019-9198,amersfoort ch,Clay,2019-07-15,8125.0,1759280.61
2018-0083,eckental ch,Hard,2018-10-29,3875.0,812236.96
2018-0091,kyoto ch,Hard,2018-02-19,2684.0,647568.31
2018-0213,san luis potosi ch,Clay,2018-03-26,3518.0,754011.65
2018-0221,tampere ch,Clay,2018-07-23,3940.0,935921.38
2018-0228,winnetka ch,Hard,2018-07-09,3127.0,661003.64
